bgc_label,MAP_LABEL,ZONE,ZONE_NAME,SUBZONE,SUBZONE_NAME,VARIANT,VARIANT_NAME,bec_area,category,area_des,percent_des,area_des_ha
CWH xm 2,CWHxm2,CWH,Coastal Western Hemlock,xm,Very Dry Maritime,2,Western,5044733059.555938,04_Managed,1110267567.62482,22.00845028899415,111026.75676248224
ESSFdc 1,ESSFdc1,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,1,Monashee,1571818304.3939607,01_PPA,246162914.556565,15.661028623246443,24616.29145565651
ESSFdc 1,ESSFdc1,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,1,Monashee,1571818304.3939607,02_Protected_Other,0,0,0
ESSFdc 1,ESSFdc1,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,1,Monashee,1571818304.3939607,03_Exclude_1_2_Activities,111271709.923876,7.079171276528571,11127.17099238757
ESSFdc 1,ESSFdc1,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,1,Monashee,1571818304.3939607,04_Managed,1117367202.35317,71.08755504561915,111736.72023531745
ESSFdc 2,ESSFdc2,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,2,Cascade,1926833078.948603,01_PPA,97636680.1490179,5.067210087668538,9763.66801490179
ESSFdc 2,ESSFdc2,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,2,Cascade,1926833078.948603,02_Protected_Other,0,0,0
ESSFdc 2,ESSFdc2,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,2,Cascade,1926833078.948603,03_Exclude_1_2_Activities,82946021.7667966,4.304785021235829,8294.602176679658
ESSFdc 2,ESSFdc2,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,2,Cascade,1926833078.948603,04_Managed,720896650.61084,37.41354964718611,72089.66506108403
ESSFdc 3,ESSFdc3,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,3,North Thompson,1248731994.3977315,01_PPA,37803078.4241264,3.027317198063704,3780.307842412642
ESSFdc 3,ESSFdc3,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,3,North Thompson,1248731994.3977315,02_Protected_Other,0,0,0
ESSFdc 3,ESSFdc3,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,3,North Thompson,1248731994.3977315,03_Exclude_1_2_Activities,143021641.586295,11.453349656126587,14302.164158629525
ESSFdc 3,ESSFdc3,ESSF,Engelmann Spruce -- Subalpine Fir,dc,Dry Cold,3,North Thompson,1248731994.3977315,04_Managed,712658259.470359,57.07055338275985,71265.82594703592
ESSFdcp,ESSFdcp,ESSF,Engelmann Spruce -- Subalpine Fir,dcp,Dry Cold Parkland,NA, ,90211581.48281719,01_PPA,36917480.0656075,40.92321568782087,3691.748006560755
ESSFdcp,ESSFdcp,ESSF,Engelmann Spruce -- Subalpine Fir,dcp,Dry Cold Parkland,NA, ,90211581.48281719,02_Protected_Other,0,0,0
ESSFdcp,ESSFdcp,ESSF,Engelmann Spruce -- Subalpine Fir,dcp,Dry Cold Parkland,NA, ,90211581.48281719,03_Exclude_1_2_Activities,9743628.83257738,10.800862452936013,974.3628832577378
ESSFdcp,ESSFdcp,ESSF,Engelmann Spruce -- Subalpine Fir,dcp,Dry Cold Parkland,NA, ,90211581.48281719,04_Managed,27702403.8831609,30.70825655399629,2770.2403883160914
ESSFdcw,ESSFdcw,ESSF,Engelmann Spruce -- Subalpine Fir,dcw,Dry Cold Woodland,NA, ,609480511.838954,01_PPA,235657404.718738,38.66528956072791,23565.74047187381
ESSFdcw,ESSFdcw,ESSF,Engelmann Spruce -- Subalpine Fir,dcw,Dry Cold Woodland,NA, ,609480511.838954,02_Protected_Other,0,0,0
ESSFdcw,ESSFdcw,ESSF,Engelmann Spruce -- Subalpine Fir,dcw,Dry Cold Woodland,NA, ,609480511.838954,03_Exclude_1_2_Activities,63398124.6522832,10.40199373413849,6339.8124652283195
ESSFdcw,ESSFdcw,ESSF,Engelmann Spruce -- Subalpine Fir,dcw,Dry Cold Woodland,NA, ,609480511.838954,04_Managed,252690058.06875,41.459907767406904,25269.005806874986
ESSFdk 1,ESSFdk1,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,1,Elk,3141386119.2251678,01_PPA,138631725.52751,4.413075001480681,13863.172552750999
ESSFdk 1,ESSFdk1,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,1,Elk,3141386119.2251678,02_Protected_Other,14336250.4591522,0.4563670276447363,1433.6250459152232
ESSFdk 1,ESSFdk1,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,1,Elk,3141386119.2251678,03_Exclude_1_2_Activities,1040952502.47696,33.136725730923885,104095.25024769575
ESSFdk 1,ESSFdk1,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,1,Elk,3141386119.2251678,04_Managed,488769645.486387,15.559043904063074,48876.9645486387
ESSFdk 2,ESSFdk2,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,2,Columbia,4353198578.601198,01_PPA,1200461401.22038,27.57653664414546,120046.14012203789
ESSFdk 2,ESSFdk2,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,2,Columbia,4353198578.601198,02_Protected_Other,8712665.00823155,0.20014398265817612,871.2665008231553
ESSFdk 2,ESSFdk2,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,2,Columbia,4353198578.601198,03_Exclude_1_2_Activities,91269564.0284202,2.0966092490489516,9126.9564028420209
ESSFdk 2,ESSFdk2,ESSF,Engelmann Spruce -- Subalpine Fir,dk,Dry Cool,2,Columbia,4353198578.601198,04_Managed,1232916190.82414,28.32207556266165,123291.61908241441
ESSFdkp,ESSFdkp,ESSF,Engelmann Spruce -- Subalpine Fir,dkp,Dry Cool Parkland,NA, ,1916454994.2254207,01_PPA,613053969.667259,31.98895729430049,61305.39696672588
ESSFdkp,ESSFdkp,ESSF,Engelmann Spruce -- Subalpine Fir,dkp,Dry Cool Parkland,NA, ,1916454994.2254207,02_Protected_Other,2201472.0729497,0.11487209872306338,220.1472072949704
ESSFdkp,ESSFdkp,ESSF,Engelmann Spruce -- Subalpine Fir,dkp,Dry Cool Parkland,NA, ,1916454994.2254207,03_Exclude_1_2_Activities,217989072.645878,11.374599106303751,21798.907264587833
ESSFdkp,ESSFdkp,ESSF,Engelmann Spruce -- Subalpine Fir,dkp,Dry Cool Parkland,NA, ,1916454994.2254207,04_Managed,369358435.704763,19.27300337433951,36935.84357047634
ESSFdkw,ESSFdkw,ESSF,Engelmann Spruce -- Subalpine Fir,dkw,Dry Cool Woodland,NA, ,3093213668.260243,01_PPA,796267090.079869,25.74238883819894,79626.7090079869
ESSFdkw,ESSFdkw,ESSF,Engelmann Spruce -- Subalpine Fir,dkw,Dry Cool Woodland,NA, ,3093213668.260243,02_Protected_Other,9704937.21100479,0.3137493316607278,970.4937211004794
ESSFdkw,ESSFdkw,ESSF,Engelmann Spruce -- Subalpine Fir,dkw,Dry Cool Woodland,NA, ,3093213668.260243,03_Exclude_1_2_Activities,461284612.316251,14.912794969501656,46128.461231625115
ESSFdkw,ESSFdkw,ESSF,Engelmann Spruce -- Subalpine Fir,dkw,Dry Cool Woodland,NA, ,3093213668.260243,04_Managed,569044684.617857,18.39655276507013,56904.46846178569
ESSFdv 1,ESSFdv1,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,1,Cayoosh,730796293.0882784,01_PPA,194794353.105542,26.65508226408197,19479.435310554218
ESSFdv 1,ESSFdv1,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,1,Cayoosh,730796293.0882784,02_Protected_Other,0,0,0
ESSFdv 1,ESSFdv1,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,1,Cayoosh,730796293.0882784,03_Exclude_1_2_Activities,372255.885068925,0.050938392625913036,37.22558850689255
ESSFdv 1,ESSFdv1,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,1,Cayoosh,730796293.0882784,04_Managed,157799353.386808,21.59279608821795,15779.935338680756
ESSFdv 2,ESSFdv2,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,2,Tyaughton,447718398.38282156,01_PPA,115266150.512321,25.74523426525847,11526.615051232062
ESSFdv 2,ESSFdv2,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,2,Tyaughton,447718398.38282156,02_Protected_Other,0,0,0
ESSFdv 2,ESSFdv2,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,2,Tyaughton,447718398.38282156,03_Exclude_1_2_Activities,19684287.3188452,4.396577712675123,1968.4287318845154
ESSFdv 2,ESSFdv2,ESSF,Engelmann Spruce -- Subalpine Fir,dv,Dry Very Cold,2,Tyaughton,447718398.38282156,04_Managed,60715865.9167431,13.561172856878667,6071.5865916743105
ESSFdvp,ESSFdvp,ESSF,Engelmann Spruce -- Subalpine Fir,dvp,Dry Very Cold Parkland,NA, ,1171500904.8252711,01_PPA,252485861.801025,21.552340314981112,25248.58618010254
ESSFdvp,ESSFdvp,ESSF,Engelmann Spruce -- Subalpine Fir,dvp,Dry Very Cold Parkland,NA, ,1171500904.8252711,02_Protected_Other,0,0,0
ESSFdvp,ESSFdvp,ESSF,Engelmann Spruce -- Subalpine Fir,dvp,Dry Very Cold Parkland,NA, ,1171500904.8252711,03_Exclude_1_2_Activities,49355737.5066781,4.21303451865788,4935.573750667806
ESSFdvp,ESSFdvp,ESSF,Engelmann Spruce -- Subalpine Fir,dvp,Dry Very Cold Parkland,NA, ,1171500904.8252711,04_Managed,108295458.247188,9.244163431810616,10829.54582471882
ESSFdvw,ESSFdvw,ESSF,Engelmann Spruce -- Subalpine Fir,dvw,Dry Very Cold Woodland,NA,NA,707732585.1458037,01_PPA,165811355.542659,23.42853205049189,16581.135554265944
ESSFdvw,ESSFdvw,ESSF,Engelmann Spruce -- Subalpine Fir,dvw,Dry Very Cold Woodland,NA,NA,707732585.1458037,02_Protected_Other,0,0,0
ESSFdvw,ESSFdvw,ESSF,Engelmann Spruce -- Subalpine Fir,dvw,Dry Very Cold Woodland,NA,NA,707732585.1458037,03_Exclude_1_2_Activities,19400695.2223266,2.7412465710236877,1940.0695222326644
ESSFdvw,ESSFdvw,ESSF,Engelmann Spruce -- Subalpine Fir,dvw,Dry Very Cold Woodland,NA,NA,707732585.1458037,04_Managed,96089919.9868223,13.577150749251759,9608.991998682233
ESSFmc,ESSFmc,ESSF,Engelmann Spruce -- Subalpine Fir,mc,Moist Cold,NA, ,15692263987.76488,01_PPA,3826981603.97784,24.387695790497204,382698.16039778444
ESSFmc,ESSFmc,ESSF,Engelmann Spruce -- Subalpine Fir,mc,Moist Cold,NA, ,15692263987.76488,02_Protected_Other,0,0,0
ESSFmc,ESSFmc,ESSF,Engelmann Spruce -- Subalpine Fir,mc,Moist Cold,NA, ,15692263987.76488,03_Exclude_1_2_Activities,1857830185.97076,11.83914690333587,185783.01859707557
ESSFmc,ESSFmc,ESSF,Engelmann Spruce -- Subalpine Fir,mc,Moist Cold,NA, ,15692263987.76488,04_Managed,1623928885.20512,10.348595247131234,162392.88852051226
ESSFmcp,ESSFmcp,ESSF,Engelmann Spruce -- Subalpine Fir,mcp,Moist Cold Parkland,NA, ,4424929024.979836,01_PPA,1064374870.61878,24.054055208798165,106437.48706187842
ESSFmcp,ESSFmcp,ESSF,Engelmann Spruce -- Subalpine Fir,mcp,Moist Cold Parkland,NA, ,4424929024.979836,02_Protected_Other,0,0,0
ESSFmcp,ESSFmcp,ESSF,Engelmann Spruce -- Subalpine Fir,mcp,Moist Cold Parkland,NA, ,4424929024.979836,03_Exclude_1_2_Activities,911259734.094144,20.593770633378604,91125.97340941438
ESSFmcp,ESSFmcp,ESSF,Engelmann Spruce -- Subalpine Fir,mcp,Moist Cold Parkland,NA, ,4424929024.979836,04_Managed,661977908.686842,14.960192693482997,66197.79086868418
ESSFmh,ESSFmh,ESSF,Engelmann Spruce -- Subalpine Fir,mh,Moist Hot,NA,NA,1658038202.0362895,01_PPA,180905087.213527,10.910791258690669,18090.50872135274
ESSFmh,ESSFmh,ESSF,Engelmann Spruce -- Subalpine Fir,mh,Moist Hot,NA,NA,1658038202.0362895,02_Protected_Other,0,0,0
ESSFmh,ESSFmh,ESSF,Engelmann Spruce -- Subalpine Fir,mh,Moist Hot,NA,NA,1658038202.0362895,03_Exclude_1_2_Activities,189009118.058947,11.399563521927211,18900.911805894666
ESSFmh,ESSFmh,ESSF,Engelmann Spruce -- Subalpine Fir,mh,Moist Hot,NA,NA,1658038202.0362895,04_Managed,1202176992.45866,72.50598876324,120217.69924586585
ESSFmk,ESSFmk,ESSF,Engelmann Spruce -- Subalpine Fir,mk,Moist Cool,NA, ,1789319817.3454585,01_PPA,781866797.721734,43.69631354565061,78186.67977217345
ESSFmk,ESSFmk,ESSF,Engelmann Spruce -- Subalpine Fir,mk,Moist Cool,NA, ,1789319817.3454585,02_Protected_Other,0,0,0
ESSFmk,ESSFmk,ESSF,Engelmann Spruce -- Subalpine Fir,mk,Moist Cool,NA, ,1789319817.3454585,03_Exclude_1_2_Activities,281539025.493275,15.734416104045135,28153.902549327482
ESSFmk,ESSFmk,ESSF,Engelmann Spruce -- Subalpine Fir,mk,Moist Cool,NA, ,1789319817.3454585,04_Managed,128677260.890082,7.19140645750972,12867.726089008242
ESSFmkp,ESSFmkp,ESSF,Engelmann Spruce -- Subalpine Fir,mkp,Moist Cool Parkland,NA, ,603731912.7807722,01_PPA,233755942.040511,38.71850023031543,23375.594204051104
ESSFmkp,ESSFmkp,ESSF,Engelmann Spruce -- Subalpine Fir,mkp,Moist Cool Parkland,NA, ,603731912.7807722,02_Protected_Other,0,0,0
ESSFmkp,ESSFmkp,ESSF,Engelmann Spruce -- Subalpine Fir,mkp,Moist Cool Parkland,NA, ,603731912.7807722,03_Exclude_1_2_Activities,185763455.566152,30.76919600133951,18576.34555661519
ESSFmkp,ESSFmkp,ESSF,Engelmann Spruce -- Subalpine Fir,mkp,Moist Cool Parkland,NA, ,603731912.7807722,04_Managed,10288098.8704373,1.7040839903676184,1028.8098870437334
ESSFmm 1,ESSFmm1,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,1,Raush,2958984626.0472016,01_PPA,415365651.785486,14.037438658150705,41536.5651785486
ESSFmm 1,ESSFmm1,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,1,Raush,2958984626.0472016,02_Protected_Other,0,0,0
ESSFmm 1,ESSFmm1,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,1,Raush,2958984626.0472016,03_Exclude_1_2_Activities,312553148.734406,10.562851391084584,31255.314873440584
ESSFmm 1,ESSFmm1,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,1,Raush,2958984626.0472016,04_Managed,1432884572.57838,48.4248738558846,143288.4572578376
ESSFmm 2,ESSFmm2,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,2,Robson,216356632.3407867,01_PPA,216356603.383748,99.9999866160615,21635.66033837481
ESSFmm 2,ESSFmm2,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,2,Robson,216356632.3407867,02_Protected_Other,0,0,0
ESSFmm 2,ESSFmm2,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,2,Robson,216356632.3407867,03_Exclude_1_2_Activities,0,0,0
ESSFmm 2,ESSFmm2,ESSF,Engelmann Spruce -- Subalpine Fir,mm,Moist Mild,2,Robson,216356632.3407867,04_Managed,0,0,0
ESSFmmp,ESSFmmp,ESSF,Engelmann Spruce -- Subalpine Fir,mmp,Moist Mild Parkland,NA, ,3454485851.40245,01_PPA,800759543.8227,23.180281473655715,80075.95438227
ESSFmmp,ESSFmmp,ESSF,Engelmann Spruce -- Subalpine Fir,mmp,Moist Mild Parkland,NA, ,3454485851.40245,02_Protected_Other,0,0,0
ESSFmmp,ESSFmmp,ESSF,Engelmann Spruce -- Subalpine Fir,mmp,Moist Mild Parkland,NA, ,3454485851.40245,03_Exclude_1_2_Activities,334294581.894595,9.677115387775533,33429.45818945952
ESSFmmp,ESSFmmp,ESSF,Engelmann Spruce -- Subalpine Fir,mmp,Moist Mild Parkland,NA, ,3454485851.40245,04_Managed,968052731.702429,28.023062572666774,96805.27317024292
ESSFmmw,ESSFmmw,ESSF,Engelmann Spruce -- Subalpine Fir,mmw,Moist Mild Woodland,NA,NA,18888511.765186924,01_PPA,5541225.14457694,29.336483538051255,554.1225144576937
ESSFmmw,ESSFmmw,ESSF,Engelmann Spruce -- Subalpine Fir,mmw,Moist Mild Woodland,NA,NA,18888511.765186924,02_Protected_Other,0,0,0
ESSFmmw,ESSFmmw,ESSF,Engelmann Spruce -- Subalpine Fir,mmw,Moist Mild Woodland,NA,NA,18888511.765186924,03_Exclude_1_2_Activities,3033503.95824729,16.060047482609438,303.350395824729
ESSFmmw,ESSFmmw,ESSF,Engelmann Spruce -- Subalpine Fir,mmw,Moist Mild Woodland,NA,NA,18888511.765186924,04_Managed,3160354.04176673,16.731620156499158,316.03540417667307
ESSFmv 1,ESSFmv1,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,1,Nechako,1947761369.704464,01_PPA,139135119.221687,7.143334978596381,13913.511922168696
ESSFmv 1,ESSFmv1,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,1,Nechako,1947761369.704464,02_Protected_Other,0,0,0
ESSFmv 1,ESSFmv1,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,1,Nechako,1947761369.704464,03_Exclude_1_2_Activities,212629034.597289,10.916585465988113,21262.903459728852
ESSFmv 1,ESSFmv1,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,1,Nechako,1947761369.704464,04_Managed,235280398.532157,12.079528950091904,23528.039853215734
ESSFmv 2,ESSFmv2,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,2,Bullmoose,5739849361.291365,01_PPA,509569712.222694,8.877754103777555,50956.971222269385
ESSFmv 2,ESSFmv2,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,2,Bullmoose,5739849361.291365,02_Protected_Other,0,0,0
ESSFmv 2,ESSFmv2,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,2,Bullmoose,5739849361.291365,03_Exclude_1_2_Activities,2238230803.37605,38.994591364545705,223823.08033760544
ESSFmv 2,ESSFmv2,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,2,Bullmoose,5739849361.291365,04_Managed,661925515.173518,11.532106045107014,66192.55151735179
ESSFmv 3,ESSFmv3,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,3,Omineca,13981346148.364496,01_PPA,998825233.051961,7.143984724023168,99882.52330519614
ESSFmv 3,ESSFmv3,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,3,Omineca,13981346148.364496,02_Protected_Other,0,0,0
ESSFmv 3,ESSFmv3,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,3,Omineca,13981346148.364496,03_Exclude_1_2_Activities,2700900253.96567,19.31788416726681,270090.0253965673
ESSFmv 3,ESSFmv3,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,3,Omineca,13981346148.364496,04_Managed,3241871836.98341,23.18712234560213,324187.18369834067
ESSFmv 4,ESSFmv4,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,4,Graham,7894814362.599777,01_PPA,810330124.550771,10.26408079193806,81033.01245507709
ESSFmv 4,ESSFmv4,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,4,Graham,7894814362.599777,02_Protected_Other,311427.917215141,0.0039447148838669685,31.142791721514055
ESSFmv 4,ESSFmv4,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,4,Graham,7894814362.599777,03_Exclude_1_2_Activities,2527237331.72329,32.01135854055813,252723.73317232935
ESSFmv 4,ESSFmv4,ESSF,Engelmann Spruce -- Subalpine Fir,mv,Moist Very Cold,4,Graham,7894814362.599777,04_Managed,4203648991.65913,53.24569772752532,420364.8991659133
ESSFmvp,ESSFmvp,ESSF,Engelmann Spruce -- Subalpine Fir,mvp,Moist Very Cold Parkland,NA, ,5074659290.736946,01_PPA,604718977.974597,11.916444894703053,60471.8977974597
ESSFmvp,ESSFmvp,ESSF,Engelmann Spruce -- Subalpine Fir,mvp,Moist Very Cold Parkland,NA, ,5074659290.736946,02_Protected_Other,0,0,0
ESSFmvp,ESSFmvp,ESSF,Engelmann Spruce -- Subalpine Fir,mvp,Moist Very Cold Parkland,NA, ,5074659290.736946,03_Exclude_1_2_Activities,2823316060.28609,55.635578637557934,282331.6060286094
ESSFmvp,ESSFmvp,ESSF,Engelmann Spruce -- Subalpine Fir,mvp,Moist Very Cold Parkland,NA, ,5074659290.736946,04_Managed,782272294.791677,15.415267311040996,78227.22947916773
ESSFmw,ESSFmw,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,NA, ,2644063825.3171854,01_PPA,1296350250.7884,49.028704919136565,129635.02507883974
ESSFmw,ESSFmw,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,NA, ,2644063825.3171854,02_Protected_Other,0,0,0
ESSFmw,ESSFmw,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,NA, ,2644063825.3171854,03_Exclude_1_2_Activities,314398120.016588,11.890715988252385,31439.81200165882
ESSFmw,ESSFmw,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,NA, ,2644063825.3171854,04_Managed,288959988.455811,10.928631362412261,28895.99884558113
ESSFmw 1,ESSFmw1,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,1,Cascade,713876196.2438834,01_PPA,93856017.2161508,13.14738013537666,9385.601721615083
ESSFmw 1,ESSFmw1,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,1,Cascade,713876196.2438834,02_Protected_Other,0,0,0
ESSFmw 1,ESSFmw1,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,1,Cascade,713876196.2438834,03_Exclude_1_2_Activities,40429132.6179536,5.6633254940667115,4042.9132617953555
ESSFmw 1,ESSFmw1,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,1,Cascade,713876196.2438834,04_Managed,7821944.08992982,1.09570036528541,782.1944089929822
ESSFmw 2,ESSFmw2,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,2,Stein,424418357.3971672,01_PPA,103609086.357229,24.412018130561865,10360.908635722933
ESSFmw 2,ESSFmw2,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,2,Stein,424418357.3971672,02_Protected_Other,0,0,0
ESSFmw 2,ESSFmw2,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,2,Stein,424418357.3971672,03_Exclude_1_2_Activities,11332320.7331017,2.6700826049559963,1133.232073310173
ESSFmw 2,ESSFmw2,ESSF,Engelmann Spruce -- Subalpine Fir,mw,Moist Warm,2,Stein,424418357.3971672,04_Managed,74988005.2215291,17.668417002838524,7498.800522152907
ESSFmwp,ESSFmwp,ESSF,Engelmann Spruce -- Subalpine Fir,mwp,Moist Warm Parkland,NA, ,653789970.8193322,01_PPA,231316834.26878,35.38090894525232,23131.683426877968
ESSFmwp,ESSFmwp,ESSF,Engelmann Spruce -- Subalpine Fir,mwp,Moist Warm Parkland,NA, ,653789970.8193322,02_Protected_Other,0,0,0
ESSFmwp,ESSFmwp,ESSF,Engelmann Spruce -- Subalpine Fir,mwp,Moist Warm Parkland,NA, ,653789970.8193322,03_Exclude_1_2_Activities,2610810.97345601,0.3993348154582634,261.08109734560145
ESSFmwp,ESSFmwp,ESSF,Engelmann Spruce -- Subalpine Fir,mwp,Moist Warm Parkland,NA, ,653789970.8193322,04_Managed,37942055.3300078,5.803401248639322,3794.205533000779
ESSFmww,ESSFmww,ESSF,Engelmann Spruce -- Subalpine Fir,mww,Moist Warm Woodland,NA,NA,424118379.13708884,01_PPA,126001050.137248,29.70893418804667,12600.1050137248
ESSFmww,ESSFmww,ESSF,Engelmann Spruce -- Subalpine Fir,mww,Moist Warm Woodland,NA,NA,424118379.13708884,02_Protected_Other,0,0,0
ESSFmww,ESSFmww,ESSF,Engelmann Spruce -- Subalpine Fir,mww,Moist Warm Woodland,NA,NA,424118379.13708884,03_Exclude_1_2_Activities,19481680.0064006,4.5934533763988235,1948.168000640057
ESSFmww,ESSFmww,ESSF,Engelmann Spruce -- Subalpine Fir,mww,Moist Warm Woodland,NA,NA,424118379.13708884,04_Managed,38473933.4015422,9.071508167087975,3847.393340154216
ESSFun,ESSFun,ESSF,Engelmann Spruce -- Subalpine Fir,un,Undifferentiated,NA, ,3097586868.497868,01_PPA,68746675.9879045,2.2193623264306455,6874.667598790446
ESSFun,ESSFun,ESSF,Engelmann Spruce -- Subalpine Fir,un,Undifferentiated,NA, ,3097586868.497868,02_Protected_Other,0,0,0
ESSFun,ESSFun,ESSF,Engelmann Spruce -- Subalpine Fir,un,Undifferentiated,NA, ,3097586868.497868,03_Exclude_1_2_Activities,258612135.890294,8.348825936742962,25861.213589029416
ESSFun,ESSFun,ESSF,Engelmann Spruce -- Subalpine Fir,un,Undifferentiated,NA, ,3097586868.497868,04_Managed,98163061.2599114,3.169017219766115,9816.30612599114
ESSFunp,ESSFunp,ESSF,Engelmann Spruce -- Subalpine Fir,unp,Undifferentiated parkland,NA,NA,2395408606.3753343,01_PPA,40479124.34885,1.6898630255028537,4047.912434884997
ESSFunp,ESSFunp,ESSF,Engelmann Spruce -- Subalpine Fir,unp,Undifferentiated parkland,NA,NA,2395408606.3753343,02_Protected_Other,0,0,0
ESSFunp,ESSFunp,ESSF,Engelmann Spruce -- Subalpine Fir,unp,Undifferentiated parkland,NA,NA,2395408606.3753343,03_Exclude_1_2_Activities,122150602.446962,5.099363929889079,12215.060244696248
ESSFunp,ESSFunp,ESSF,Engelmann Spruce -- Subalpine Fir,unp,Undifferentiated parkland,NA,NA,2395408606.3753343,04_Managed,50208190.9996948,2.096017809490482,5020.819099969477
ESSFvc,ESSFvc,ESSF,Engelmann Spruce -- Subalpine Fir,vc,Very Wet Cold,NA, ,2419221537.040438,01_PPA,241243566.755881,9.97195019398706,24124.35667558807
ESSFvc,ESSFvc,ESSF,Engelmann Spruce -- Subalpine Fir,vc,Very Wet Cold,NA, ,2419221537.040438,02_Protected_Other,0,0,0
ESSFvc,ESSFvc,ESSF,Engelmann Spruce -- Subalpine Fir,vc,Very Wet Cold,NA, ,2419221537.040438,03_Exclude_1_2_Activities,555443428.199314,22.959593393783102,55544.34281993145
ESSFvc,ESSFvc,ESSF,Engelmann Spruce -- Subalpine Fir,vc,Very Wet Cold,NA, ,2419221537.040438,04_Managed,480246764.506341,19.851293366619576,48024.67645063407
ESSFvcp,ESSFvcp,ESSF,Engelmann Spruce -- Subalpine Fir,vcp,Very Wet Cold Parkland,NA, ,1493219355.9417937,01_PPA,162217075.748027,10.863579761575897,16221.707574802667
ESSFvcp,ESSFvcp,ESSF,Engelmann Spruce -- Subalpine Fir,vcp,Very Wet Cold Parkland,NA, ,1493219355.9417937,02_Protected_Other,0,0,0
ESSFvcp,ESSFvcp,ESSF,Engelmann Spruce -- Subalpine Fir,vcp,Very Wet Cold Parkland,NA, ,1493219355.9417937,03_Exclude_1_2_Activities,134866423.126778,9.031923045339575,13486.642312677805
