ecoregion_code,ecoregion_name,category,area_des,ecoreg_area,percent_des,area_des_ha
NCD,Northern Continental Divide,04_Managed,825762939.738049,5913860791.64431,13.963178519602096,82576.29397380487
NCM,Northern Columbia Mountains,01_PPA,10880908969.9857,53491470993.6517,20.341390445734795,1088090.8969985656
NCM,Northern Columbia Mountains,02_Protected_Other,1089936819.32967,53491470993.6517,2.037589916828084,108993.68193296654
NCM,Northern Columbia Mountains,03_Exclude_1_2_Activities,11041583384.7008,53491470993.6517,20.641764340358463,1104158.3384700778
NCM,Northern Columbia Mountains,04_Managed,8920580239.29054,53491470993.6517,16.676640357019213,892058.0239290539
NCR,Northern Cascade Ranges,01_PPA,1644046190.36411,9477813517.26293,17.346260161899526,164404.61903641076
NCR,Northern Cascade Ranges,02_Protected_Other,5306429.45191247,9477813517.26293,0.0559879073612001,530.6429451912469
NCR,Northern Cascade Ranges,03_Exclude_1_2_Activities,318224471.978222,9477813517.26293,3.357572623671131,31822.447197822203
NCR,Northern Cascade Ranges,04_Managed,2515895050.90685,9477813517.26293,26.545099735549684,251589.5050906854
NRA,Nass Ranges,01_PPA,1289712375.52918,27351644181.374,4.715301087484355,128971.23755291817
NRA,Nass Ranges,02_Protected_Other,2617885.234238,27351644181.374,0.009571217060584362,261.78852342380026
NRA,Nass Ranges,03_Exclude_1_2_Activities,2532580632.60455,27351644181.374,9.25933598657,253258.06326045457
NRA,Nass Ranges,04_Managed,4806034424.06231,27351644181.374,17.57128160995576,480603.44240623125
NRM,Northern Canadian Rocky Mountains,01_PPA,12062389740.836,41282446188.5707,29.21917389715028,1206238.9740835964
NRM,Northern Canadian Rocky Mountains,02_Protected_Other,0,41282446188.5707,0,0
NRM,Northern Canadian Rocky Mountains,03_Exclude_1_2_Activities,7230483534.01683,41282446188.5707,17.514668343511648,723048.3534016826
NRM,Northern Canadian Rocky Mountains,04_Managed,21154943763.1718,41282446188.5707,51.244404623068796,2115494.376317182
NUP,Northern Alberta Upland,01_PPA,479649454.239759,19778273057.7671,2.42513313896936,47964.94542397594
NUP,Northern Alberta Upland,02_Protected_Other,0,19778273057.7671,0,0
NUP,Northern Alberta Upland,03_Exclude_1_2_Activities,6182242384.79259,19778273057.7671,31.257746147683818,618224.2384792595
NUP,Northern Alberta Upland,04_Managed,4642660302.05002,19778273057.7671,23.473537292614107,464266.0302050019
OKH,Okanogan Highland,01_PPA,121114310.770524,1363234416.43741,8.884334881086472,12111.431077052433
OKH,Okanogan Highland,02_Protected_Other,79755144.7001178,1363234416.43741,5.850435093074082,7975.514470011783
OKH,Okanogan Highland,03_Exclude_1_2_Activities,28978334.826988,1363234416.43741,2.125704462679142,2897.8334826987957
OKH,Okanogan Highland,04_Managed,841117234.266304,1363234416.43741,61.70011731837196,84111.72342663046
OMM,Omineca Mountains,01_PPA,2959666565.28353,34083167984.9801,8.683660411461187,295966.6565283534
OMM,Omineca Mountains,02_Protected_Other,0,34083167984.9801,0,0
OMM,Omineca Mountains,03_Exclude_1_2_Activities,6345905320.41404,34083167984.9801,18.618883441851906,634590.5320414037
OMM,Omineca Mountains,04_Managed,7252166783.10229,34083167984.9801,21.27785417804527,725216.6783102286
OPS,Outer Pacific Shelf,01_PPA,78979026.8824093,179501765.864969,43.999025024534646,7897.902688240928
OPS,Outer Pacific Shelf,02_Protected_Other,837584.56179846,179501765.864969,0.466616335367161,83.75845617984598
OPS,Outer Pacific Shelf,03_Exclude_1_2_Activities,14635259.0830225,179501765.864969,8.15326746926377,1463.5259083022536
OPS,Outer Pacific Shelf,04_Managed,28521551.1668868,179501765.864969,15.889287233164175,2852.155116688676
PAC,Pacific Ranges,01_PPA,8046070349.43303,59406430387.5469,13.544106752321705,804607.0349433031
PAC,Pacific Ranges,02_Protected_Other,45199460.4078042,59406430387.5469,0.07608513104210878,4519.946040780417
PAC,Pacific Ranges,03_Exclude_1_2_Activities,8228745550.86083,59406430387.5469,13.851607472759023,822874.5550860831
PAC,Pacific Ranges,04_Managed,21955863666.0942,59406430387.5469,36.95873245179321,2195586.366609423
PEM,Pelly Mountains,01_PPA,140023113.8499,11675657067.2473,1.1992739512938868,14002.311384990022
PEM,Pelly Mountains,02_Protected_Other,0,11675657067.2473,0,0
PEM,Pelly Mountains,03_Exclude_1_2_Activities,0,11675657067.2473,0,0
PEM,Pelly Mountains,04_Managed,0,11675657067.2473,0,0
PRB,Peace River Basin,01_PPA,37654804.2357086,9241437537.13956,0.40745613530775054,3765.4804235708634
PRB,Peace River Basin,02_Protected_Other,31733666.0146256,9241437537.13956,0.3433845209372897,3173.366601462556
PRB,Peace River Basin,03_Exclude_1_2_Activities,740066452.21666,9241437537.13956,8.008131302543305,74006.64522166605
PRB,Peace River Basin,04_Managed,972041205.345187,9241437537.13956,10.518290054320449,97204.12053451875
PTR,Purcell Transitional Ranges,01_PPA,1181374456.63715,8108078967.67427,14.570337330792086,118137.44566371458
PTR,Purcell Transitional Ranges,02_Protected_Other,15433419.4736744,8108078967.67427,0.19034619094368965,1543.3419473674408
PTR,Purcell Transitional Ranges,03_Exclude_1_2_Activities,1255251647.98517,8108078967.67427,15.481492632097844,125525.16479851671
PTR,Purcell Transitional Ranges,04_Managed,1589443572.14613,8108078967.67427,19.603207843473243,158944.35721461268
SAU,Southern Alberta Upland,01_PPA,208446524.476953,6361333474.10292,3.276774049427553,20844.65244769528
SAU,Southern Alberta Upland,02_Protected_Other,1640332.99648206,6361333474.10292,0.0257859928764916,164.0332996482055
SAU,Southern Alberta Upland,03_Exclude_1_2_Activities,821486257.466918,6361333474.10292,12.913743019623173,82148.62574669185
SAU,Southern Alberta Upland,04_Managed,1969381212.24083,6361333474.10292,30.958622437547156,196938.12122408257
SBF,Selkirk-Bitterroot Foothills,01_PPA,872295225.983572,7645127452.33506,11.409819279299864,87229.52259835723
SBF,Selkirk-Bitterroot Foothills,02_Protected_Other,38994753.8517556,7645127452.33506,0.5100602193341505,3899.4753851755554
SBF,Selkirk-Bitterroot Foothills,03_Exclude_1_2_Activities,386671936.050142,7645127452.33506,5.057756570585885,38667.193605014174
SBF,Selkirk-Bitterroot Foothills,04_Managed,4863408495.63521,7645127452.33506,63.61448551325027,486340.84956352063
SKM,Skeena Mountains,01_PPA,882158772.790279,24426552738.9111,3.611474702220324,88215.87727902792
SKM,Skeena Mountains,02_Protected_Other,0,24426552738.9111,0,0
SKM,Skeena Mountains,03_Exclude_1_2_Activities,1661384110.40273,24426552738.9111,6.801549642148931,166138.41104027262
SKM,Skeena Mountains,04_Managed,1368942545.76305,24426552738.9111,5.60432149552708,136894.25457630522
SRT,Southern Rocky Mountain Trench,01_PPA,295682332.228903,8497612848.65717,3.4795928867908796,29568.23322289029
SRT,Southern Rocky Mountain Trench,02_Protected_Other,331288693.135498,8497612848.65717,3.8986089274218885,33128.8693135498
SRT,Southern Rocky Mountain Trench,03_Exclude_1_2_Activities,552216904.335031,8497612848.65717,6.498494508634796,55221.69043350313
SRT,Southern Rocky Mountain Trench,04_Managed,4394802718.2868,8497612848.65717,51.71808596788787,439480.27182868036
STE,St Elias Mountains,01_PPA,3754405226.09947,3754405226.09947,100,375440.52260994725
STE,St Elias Mountains,02_Protected_Other,0,3754405226.09947,0,0
STE,St Elias Mountains,03_Exclude_1_2_Activities,0,3754405226.09947,0,0
STE,St Elias Mountains,04_Managed,0,3754405226.09947,0,0
TOP,Thompson-Okanagan Plateau,01_PPA,1152932637.58837,31596050028.0357,3.648977123929572,115293.26375883668
TOP,Thompson-Okanagan Plateau,02_Protected_Other,138557670.990101,31596050028.0357,0.43852845804192864,13855.767099010143
TOP,Thompson-Okanagan Plateau,03_Exclude_1_2_Activities,1932537094.50923,31596050028.0357,6.116388259907365,193253.7094509235
TOP,Thompson-Okanagan Plateau,04_Managed,16210144920.0991,31596050028.0357,51.304339959316195,1621014.492009907
WRA,Western Continental Ranges,01_PPA,6452061678.12094,23364876914.3032,27.61436194072651,645206.1678120941
WRA,Western Continental Ranges,02_Protected_Other,50753613.2024636,23364876914.3032,0.21722182996561776,5075.361320246359
WRA,Western Continental Ranges,03_Exclude_1_2_Activities,814836190.836226,23364876914.3032,3.4874405451603745,81483.61908362263
WRA,Western Continental Ranges,04_Managed,6298729914.65956,23364876914.3032,26.95811297342502,629872.9914659561
WVI,Western Vancouver Island,01_PPA,2745575416.71285,19827095730.1268,13.847592476900264,274557.541671285
WVI,Western Vancouver Island,02_Protected_Other,4944793.45502199,19827095730.1268,0.02493957522739199,494.47934550219946
WVI,Western Vancouver Island,03_Exclude_1_2_Activities,1178871437.19925,19827095730.1268,5.94575954665907,117887.14371992463
WVI,Western Vancouver Island,04_Managed,2486326701.28723,19827095730.1268,12.540044871570988,248632.67012872343
YSH,Yukon-Stikine Highlands,01_PPA,4082449179.50097,17514846587.0139,23.308506638749805,408244.91795009683
YSH,Yukon-Stikine Highlands,02_Protected_Other,0,17514846587.0139,0,0
YSH,Yukon-Stikine Highlands,03_Exclude_1_2_Activities,387328214.171796,17514846587.0139,2.2114279576903364,38732.82141717961
YSH,Yukon-Stikine Highlands,04_Managed,3209011908.47767,17514846587.0139,18.32166723548093,320901.1908477668
YSL,Yukon Southern Lakes,01_PPA,312410383.670743,5407864161.72594,5.776964330609882,31241.03836707429
YSL,Yukon Southern Lakes,02_Protected_Other,0,5407864161.72594,0,0
YSL,Yukon Southern Lakes,03_Exclude_1_2_Activities,22218112.5443111,5407864161.72594,0.4108481995823669,2221.81125443111
YSL,Yukon Southern Lakes,04_Managed,587031667.485027,5407864161.72594,10.855148168101794,58703.16674850272
